,School_code,School_name,latest_year_enrolment_FTE,Level_of_schooling,AECG_region,ASGS_remoteness,Latitude,Longitude,Ratio,teacher_demand
830,3218,Tingha Public School,37.0,Primary School,North Western 2,Outer Regional Australia,-29.959145,151.213606,16.02857142857143,3.0
831,3219,Tinonee Public School,152.0,Primary School,Manning,Inner Regional Australia,-31.932855,152.413577,16.02857142857143,10.0
832,3221,Tintinhull Public School,83.0,Primary School,North Western 2,Inner Regional Australia,-31.085665,151.008427,16.02857142857143,6.0
833,3222,Tirranna Public School,9.0,Primary School,Upper South Coast,Inner Regional Australia,-34.821486,149.682068,16.02857142857143,1.0
834,3225,Tocumwal Public School,154.0,Primary School,Riverina 2,Inner Regional Australia,-35.813862,145.56885,16.02857142857143,10.0
835,3226,Tomerong Public School,150.0,Primary School,Upper South Coast,Inner Regional Australia,-35.054973,150.587182,16.02857142857143,10.0
836,3236,Main Arm Upper Public School,91.0,Primary School,Upper North Coast,Inner Regional Australia,-28.498479,153.41241,16.02857142857143,6.0
837,3239,Toomelah Public School,45.0,Primary School,North Western 1,Outer Regional Australia,-28.670903,150.478952,16.02857142857143,3.0
838,3240,Toongabbie Public School,576.0,Primary School,Metropolitan West,Major Cities of Australia,-33.787181,150.966667,16.02857142857143,36.0
839,3242,Tooraweenah Public School,10.0,Primary School,North Western 1,Outer Regional Australia,-31.434763,148.912216,16.02857142857143,1.0
840,3247,Toronto Public School,191.0,Primary School,Hunter,Major Cities of Australia,-33.00826,151.594778,16.02857142857143,12.0
841,3250,Toukley Public School,546.0,Primary School,Central Coast,Major Cities of Australia,-33.267795,151.550307,16.02857142857143,34.0
842,3252,Towamba Public School,21.0,Primary School,Lower South Coast,Outer Regional Australia,-37.084209,149.695158,16.02857142857143,2.0
843,3255,Tregeagle Public School,122.0,Primary School,Upper North Coast,Inner Regional Australia,-28.854095,153.354412,16.02857142857143,8.0
844,3260,Trunkey Public School,13.0,Primary School,Western 1,Outer Regional Australia,-33.816498,149.326253,16.02857142857143,1.0
845,3263,Tucabia Public School,27.0,Primary School,Upper North Coast,Outer Regional Australia,-29.666698,153.106575,16.02857142857143,2.0
846,3269,Tuggerah Public School,450.0,Primary School,Central Coast,Major Cities of Australia,-33.312999,151.415571,16.02857142857143,28.0
847,3275,Tumbarumba Public School,160.0,Primary School,Riverina 1,Outer Regional Australia,-35.77635,148.013814,16.02857142857143,10.0
848,3277,Tumbulgum Public School,24.0,Primary School,Upper North Coast,Major Cities of Australia,-28.273997,153.463358,16.02857142857143,2.0
849,3278,Tumut Public School,346.0,Primary School,Riverina 1,Inner Regional Australia,-35.302393,148.218556,16.02857142857143,22.0
850,3283,Tuntable Creek Public School,6.0,Primary School,Upper North Coast,Inner Regional Australia,-28.63176,153.266152,16.02857142857143,1.0
851,3288,Turramurra North Public School,240.0,Primary School,Metropolitan North,Major Cities of Australia,-33.714724,151.147816,16.02857142857143,15.0
852,3290,Tweed Heads Public School,295.0,Primary School,Upper North Coast,Major Cities of Australia,-28.16951,153.541571,16.02857142857143,19.0
853,3293,Tyalgum Public School,48.0,Primary School,Upper North Coast,Inner Regional Australia,-28.354475,153.204978,16.02857142857143,3.0
854,3298,Uki Public School,147.0,Primary School,Upper North Coast,Inner Regional Australia,-28.415027,153.334263,16.02857142857143,10.0
855,3302,Ulladulla Public School,733.0,Primary School,Upper South Coast,Inner Regional Australia,-35.355186,150.469434,16.02857142857143,46.0
856,3303,Ulmarra Public School,71.0,Primary School,Upper North Coast,Inner Regional Australia,-29.629006,153.030932,16.02857142857143,5.0
857,3304,Ulong Public School,11.0,Primary School,Lower North Coast,Outer Regional Australia,-30.243019,152.884857,16.02857142857143,1.0
858,3305,Ultimo Public School,379.0,Primary School,Metropolitan East,Major Cities of Australia,-33.877674,151.195607,16.02857142857143,24.0
859,3308,Unanderra Public School,371.0,Primary School,Upper South Coast,Major Cities of Australia,-34.445456,150.834704,16.02857142857143,24.0
860,3310,Undercliffe Public School,209.0,Primary School,Metropolitan East,Major Cities of Australia,-33.924086,151.138601,16.02857142857143,13.0
861,3314,Urana Public School,7.0,Primary School,Riverina 1,Outer Regional Australia,-35.32746,146.267129,16.02857142857143,1.0
862,3316,Urbenville Public School,10.0,Primary School,Upper North Coast,Outer Regional Australia,-28.47348,152.545565,16.02857142857143,1.0
863,3318,Urunga Public School,230.0,Primary School,Lower North Coast,Outer Regional Australia,-30.495206,153.020428,16.02857142857143,15.0
864,3321,Vacy Public School,119.0,Primary School,Hunter,Inner Regional Australia,-32.54218,151.577555,16.02857142857143,8.0
865,3325,Vaucluse Public School,329.0,Primary School,Metropolitan East,Major Cities of Australia,-33.850478,151.281166,16.02857142857143,21.0
866,3328,Carramar Public School,228.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.885512,150.969204,16.02857142857143,15.0
867,3329,Vineyard Public School,53.0,Primary School,Metropolitan West,Major Cities of Australia,-33.647352,150.857935,16.02857142857143,4.0
868,3330,Wagga Wagga Public School,457.0,Primary School,Riverina 1,Inner Regional Australia,-35.10783,147.365841,16.02857142857143,29.0
869,3332,North Wagga Public School,281.0,Primary School,Riverina 1,Inner Regional Australia,-35.096215,147.379513,16.02857142857143,18.0
870,3333,South Wagga Public School,304.0,Primary School,Riverina 1,Inner Regional Australia,-35.119291,147.36681,16.02857142857143,19.0
871,3334,Waitara Public School,1070.0,Primary School,Metropolitan North,Major Cities of Australia,-33.708119,151.111586,16.02857142857143,67.0
872,3336,Wakool Burraboi Public School,11.0,Primary School,Riverina 2,Outer Regional Australia,-35.46632,144.393127,16.02857142857143,1.0
873,3338,Walbundrie Public School,21.0,Primary School,Riverina 1,Outer Regional Australia,-35.687427,146.726779,16.02857142857143,2.0
874,3342,Walgett Community College - Primary School,147.0,Primary School,North Western 1,Remote Australia,-30.020291,148.11566,16.02857142857143,10.0
875,3343,Walhallow Public School,23.0,Primary School,North Western 2,Outer Regional Australia,-31.39507,150.426226,16.02857142857143,2.0
876,3345,Wallabadah Public School,25.0,Primary School,North Western 2,Outer Regional Australia,-31.541044,150.828256,16.02857142857143,2.0
877,3346,Wallacia Public School,62.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.862695,150.641613,16.02857142857143,4.0
878,3352,Walla Walla Public School,38.0,Primary School,Riverina 1,Inner Regional Australia,-35.757961,146.900625,16.02857142857143,3.0
879,3353,Wallendbeen Public School,5.0,Primary School,Riverina 1,Inner Regional Australia,-34.52524,148.159228,16.02857142857143,1.0
880,3354,Wallerawang Public School,271.0,Primary School,Western 1,Inner Regional Australia,-33.41768,150.069793,16.02857142857143,17.0
881,3357,Wallsend Public School,256.0,Primary School,Hunter,Major Cities of Australia,-32.908099,151.671582,16.02857142857143,16.0
882,3358,West Wallsend Public School,236.0,Primary School,Hunter,Major Cities of Australia,-32.904606,151.580707,16.02857142857143,15.0
883,3364,Wamoon Public School,30.0,Primary School,Riverina 1,Outer Regional Australia,-34.526015,146.330876,16.02857142857143,2.0
884,3365,Wanaaring Public School,11.0,Primary School,Western 3,Very Remote Australia,-29.705267,144.145456,16.02857142857143,1.0
885,3373,Wangi Wangi Public School,142.0,Primary School,Hunter,Major Cities of Australia,-33.072298,151.582994,16.02857142857143,9.0
886,3377,Waratah Public School,338.0,Primary School,Hunter,Major Cities of Australia,-32.905046,151.722576,16.02857142857143,21.0
887,3378,Wardell Public School,29.0,Primary School,Upper North Coast,Inner Regional Australia,-28.950252,153.468779,16.02857142857143,2.0
888,3382,Warialda Public School,206.0,Primary School,North Western 1,Outer Regional Australia,-29.541831,150.573638,16.02857142857143,13.0
889,3384,Warners Bay Public School,452.0,Primary School,Hunter,Major Cities of Australia,-32.979971,151.648614,16.02857142857143,29.0
890,3390,Warrawee Public School,712.0,Primary School,Metropolitan North,Major Cities of Australia,-33.729484,151.121236,16.02857142857143,45.0
891,3396,Waterfall Public School,22.0,Primary School,Metropolitan East,Inner Regional Australia,-34.137598,150.995977,16.02857142857143,2.0
892,3402,Wattle Flat Public School,27.0,Primary School,Western 1,Inner Regional Australia,-33.141545,149.692677,16.02857142857143,2.0
893,3404,Wauchope Public School,667.0,Primary School,Lower North Coast,Inner Regional Australia,-31.455935,152.729534,16.02857142857143,42.0
894,3412,Wee Jasper Public School,5.0,Primary School,Upper South Coast,Inner Regional Australia,-35.108785,148.673792,16.02857142857143,1.0
895,3415,Weethalle Public School,19.0,Primary School,Western 1,Outer Regional Australia,-33.880024,146.619256,16.02857142857143,2.0
896,3416,Wee Waa Public School,111.0,Primary School,North Western 1,Outer Regional Australia,-30.223621,149.442587,16.02857142857143,7.0
897,3420,Wellington Public School,501.0,Primary School,Western 1,Outer Regional Australia,-32.556883,148.943374,16.02857142857143,32.0
898,3421,Wentworth Public School,119.0,Primary School,Riverina 3,Outer Regional Australia,-34.103249,141.918751,16.02857142857143,8.0
899,3422,Wentworth Falls Public School,397.0,Primary School,Metropolitan West,Major Cities of Australia,-33.714112,150.373525,16.02857142857143,25.0
900,3423,Wentworthville Public School,712.0,Primary School,Metropolitan West,Major Cities of Australia,-33.814004,150.968613,16.02857142857143,45.0
901,3425,Werris Creek Public School,110.0,Primary School,North Western 2,Inner Regional Australia,-31.348938,150.651466,16.02857142857143,7.0
902,3428,Westdale Public School,483.0,Primary School,North Western 2,Inner Regional Australia,-31.093714,150.873927,16.02857142857143,31.0
903,3431,Weston Public School,235.0,Primary School,Hunter,Major Cities of Australia,-32.809043,151.461023,16.02857142857143,15.0
904,3435,White Cliffs Public School,12.0,Primary School,Western 3,Very Remote Australia,-30.850852,143.090278,16.02857142857143,1.0
905,3438,Whitton-Murrami Public School,26.0,Primary School,Riverina 1,Outer Regional Australia,-34.518934,146.181248,16.02857142857143,2.0
906,3439,Wiangaree Public School,27.0,Primary School,Upper North Coast,Inner Regional Australia,-28.511356,152.965535,16.02857142857143,2.0
907,3441,Wilberforce Public School,350.0,Primary School,Metropolitan West,Major Cities of Australia,-33.558704,150.839763,16.02857142857143,22.0
908,3445,Willawarrin Public School,30.0,Primary School,Lower North Coast,Outer Regional Australia,-30.925714,152.625518,16.02857142857143,2.0
909,3449,Willoughby Public School,1003.0,Primary School,Metropolitan North,Major Cities of Australia,-33.802197,151.200123,16.02857142857143,63.0
910,3451,Willow Tree Public School,62.0,Primary School,North Western 2,Outer Regional Australia,-31.656802,150.729034,16.02857142857143,4.0
911,3453,Athelstane Public School,336.0,Primary School,Metropolitan East,Major Cities of Australia,-33.937445,151.138362,16.02857142857143,21.0
912,3454,Wilsons Creek Public School,18.0,Primary School,Upper North Coast,Inner Regional Australia,-28.570833,153.426178,16.02857142857143,2.0
913,3457,Windellama Public School,25.0,Primary School,Upper South Coast,Outer Regional Australia,-35.009988,149.833521,16.02857142857143,2.0
914,3459,Windsor Public School,149.0,Primary School,Metropolitan West,Major Cities of Australia,-33.610366,150.816413,16.02857142857143,10.0
915,3461,Wingello Public School,24.0,Primary School,Upper South Coast,Inner Regional Australia,-34.688162,150.153487,16.02857142857143,2.0
916,3470,Wisemans Ferry Public School,41.0,Primary School,Metropolitan West,Inner Regional Australia,-33.385958,150.984133,16.02857142857143,3.0
917,3475,Wollongbar Public School,290.0,Primary School,Upper North Coast,Inner Regional Australia,-28.82699,153.420113,16.02857142857143,18.0
918,3477,Wollongong West Public School,201.0,Primary School,Upper South Coast,Major Cities of Australia,-34.424597,150.871509,16.02857142857143,13.0
919,3479,Wolumla Public School,88.0,Primary School,Lower South Coast,Outer Regional Australia,-36.832664,149.811656,16.02857142857143,6.0
920,3482,Wombat Public School,19.0,Primary School,Riverina 1,Inner Regional Australia,-34.426627,148.245202,16.02857142857143,2.0
921,3487,Wongarbon Public School,58.0,Primary School,Western 1,Outer Regional Australia,-32.333558,148.759119,16.02857142857143,4.0
922,3490,Woodburn Public School,140.0,Primary School,Upper North Coast,Inner Regional Australia,-29.07539,153.339292,16.02857142857143,9.0
923,3499,Woodstock Public School,12.0,Primary School,Western 1,Outer Regional Australia,-33.74594,148.849046,16.02857142857143,1.0
924,3501,Woolbrook Public School,8.0,Primary School,North Western 2,Outer Regional Australia,-30.970234,151.344607,16.02857142857143,1.0
925,3503,Woolgoolga Public School,385.0,Primary School,Lower North Coast,Inner Regional Australia,-30.112673,153.196501,16.02857142857143,24.0
926,3504,Borenore Public School,40.0,Primary School,Western 1,Inner Regional Australia,-33.251005,148.984209,16.02857142857143,3.0
927,3506,Woolomin Public School,27.0,Primary School,North Western 2,Outer Regional Australia,-31.30177,151.14807,16.02857142857143,2.0
928,3510,Woonona Public School,615.0,Primary School,Upper South Coast,Major Cities of Australia,-34.345569,150.906806,16.02857142857143,39.0
929,3518,Wyalong Public School,71.0,Primary School,Western 1,Outer Regional Australia,-33.923925,147.24207,16.02857142857143,5.0
930,3519,West Wyalong Public School,240.0,Primary School,Western 1,Outer Regional Australia,-33.918502,147.204056,16.02857142857143,15.0
931,3521,Wyangala Dam Public School,7.0,Primary School,Western 1,Outer Regional Australia,-33.966981,148.947211,16.02857142857143,1.0
932,3522,Wyee Public School,191.0,Primary School,Central Coast,Major Cities of Australia,-33.174833,151.482961,16.02857142857143,12.0
933,3525,Wyndham Public School,21.0,Primary School,Lower South Coast,Outer Regional Australia,-36.92962,149.64656,16.02857142857143,2.0
934,3527,Wyong Public School,469.0,Primary School,Central Coast,Major Cities of Australia,-33.271886,151.426188,16.02857142857143,30.0
